,Structure_x,ID,Level_x,zscore_x,Level_y,Structure_y,zscore_y,uniprot,GO
9716,parahippocampal gyrus,NOD1,8.9255,1.216183481381394,8.1652,paraventricular nuclei of thalamus,0.96797926741288,Q9Y239,"[u'GO:0000187', u'GO:0002224', u'GO:0002224', u'GO:0002606', u'GO:0002755', u'GO:0002755', u'GO:0002756', u'GO:0002756', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005524', u'GO:0005737', u'GO:0005737', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0006915', u'GO:0006919', u'GO:0006952', u'GO:0006954', u'GO:0007165', u'GO:0007254', u'GO:0008656', u'GO:0009595', u'GO:0016045', u'GO:0016323', u'GO:0016324', u'GO:0032755', u'GO:0032760', u'GO:0034134', u'GO:0034138', u'GO:0034142', u'GO:0034142', u'GO:0034146', u'GO:0034162', u'GO:0034166', u'GO:0035556', u'GO:0035666', u'GO:0035872', u'GO:0038123', u'GO:0038124', u'GO:0042228', u'GO:0042742', u'GO:0042802', u'GO:0042802', u'GO:0042803', u'GO:0042834', u'GO:0043123', u'GO:0043280', u'GO:0045087', u'GO:0046330', u'GO:0050700', u'GO:0050830', u'GO:0051092', u'GO:0051092', u'GO:0051092', u'GO:0051259', u'GO:0051403', u'GO:0070374', u'GO:0070423']"
9748,parahippocampal gyrus,STXBP2,9.4293,1.4058357657555602,8.1437,"globus pallidus, internal segment",0.9597392097429506,A0A087WUN8,[u'GO:0006904']
9993,parahippocampal gyrus,STYX,8.8462,1.1863315041069373,8.2176,substantia nigra,0.9880620126177309,Q8WUJ0,"[u'GO:0005515', u'GO:0005634', u'GO:0005737', u'GO:0005737', u'GO:0005829', u'GO:0006470', u'GO:0007283', u'GO:0008138', u'GO:0045204', u'GO:0070372']"
10407,parahippocampal gyrus,STXBP3,9.0359,1.257742854535241,8.2054,postcentral gyrus,0.9833862589631662,O00186,"[u'GO:0005515', u'GO:0005829', u'GO:0005829', u'GO:0005886', u'GO:0006904', u'GO:0007420', u'GO:0007596', u'GO:0015758', u'GO:0016323', u'GO:0016324', u'GO:0016324', u'GO:0017075', u'GO:0019905', u'GO:0019905', u'GO:0022615', u'GO:0030073', u'GO:0030168', u'GO:0031091', u'GO:0032868', u'GO:0042581', u'GO:0043312', u'GO:0045955', u'GO:0051291', u'GO:0061024', u'GO:0070062', u'GO:0070527', u'GO:0070820']"
10477,parahippocampal gyrus,SULT1A1,11.8375,2.3123872370335814,7.4556,trochlear nucleus,0.696019038455579,P50225,"[u'GO:0004062', u'GO:0004062', u'GO:0004062', u'GO:0004062', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0006584', u'GO:0006805', u'GO:0006805', u'GO:0006805', u'GO:0006805', u'GO:0008146', u'GO:0008210', u'GO:0009308', u'GO:0009812', u'GO:0044281', u'GO:0047894', u'GO:0050294', u'GO:0050427', u'GO:0051923']"
10820,parahippocampal gyrus,TBKBP1,9.3224,1.3655939451926418,8.1038,substantia nigra,0.9444471957415461,A7MCY6,"[u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0045087']"
10980,parahippocampal gyrus,ZSCAN12,8.5257,1.0656813311376636,8.1183,lateral tuberal nucleus,0.9500044439375451,False, 
11150,parahippocampal gyrus,SNPH,9.2048,1.3213241781374576,8.0472,lateral tuberal nucleus,0.9227547648523367,O15079,"[u'GO:0005737', u'GO:0005881', u'GO:0007269', u'GO:0007420', u'GO:0016021', u'GO:0016081', u'GO:0017075', u'GO:0030054', u'GO:0030182', u'GO:0031966', u'GO:0042734', u'GO:0043005', u'GO:0043025']"
11180,parahippocampal gyrus,CCT4,2.3746,1.2498608808788771,3.1591,lateral tuberal nucleus,0.9506510907933524,P50991,"[u'GO:0002199', u'GO:0005515', u'GO:0005524', u'GO:0005654', u'GO:0005737', u'GO:0005813', u'GO:0005829', u'GO:0005832', u'GO:0005874', u'GO:0006457', u'GO:0007339', u'GO:0042470', u'GO:0044267', u'GO:0044297', u'GO:0044822', u'GO:0051082', u'GO:0051084', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:1901998']"
11230,parahippocampal gyrus,FRMPD4,2.2597,1.29311425022106,3.1014,head of the caudate nucleus,0.9727651060284656,A0A087WYX8,[u'GO:0005856']
11750,parahippocampal gyrus,TSC22D1,8.9574,1.2281920321387103,7.4298,substantia nigra,0.686130969251664,A0A087X0H8,"[u'GO:0003700', u'GO:0006355']"
12184,parahippocampal gyrus,ALKBH1,8.5512,1.075280642871568,8.1256,substantia nigra,0.9528022309603587,Q13686,"[u'GO:0000737', u'GO:0000737', u'GO:0001701', u'GO:0001764', u'GO:0001890', u'GO:0003906', u'GO:0005719', u'GO:0005739', u'GO:0006281', u'GO:0006281', u'GO:0006307', u'GO:0008198', u'GO:0031175', u'GO:0042056', u'GO:0042245', u'GO:0043524', u'GO:0048589', u'GO:0050918', u'GO:0070579', u'GO:0070989', u'GO:0080111']"
12214,parahippocampal gyrus,DNAH6,9.7956,1.5437270554861222,6.1554,central glial substance,0.19770634159779715,Q9C0G6,"[u'GO:0001539', u'GO:0003777', u'GO:0005524', u'GO:0005858', u'GO:0005874', u'GO:0007018', u'GO:0008152', u'GO:0008152', u'GO:0008152', u'GO:0008152', u'GO:0016887']"
12430,parahippocampal gyrus,DNA2,2.7831,1.0960836713376965,3.1201,postcentral gyrus,0.9655981721481083,P51530,"[u'GO:0000076', u'GO:0000278', u'GO:0000722', u'GO:0000722', u'GO:0000723', u'GO:0000729', u'GO:0000737', u'GO:0000737', u'GO:0000737', u'GO:0000737', u'GO:0000737', u'GO:0003677', u'GO:0003677', u'GO:0003678', u'GO:0004386', u'GO:0004518', u'GO:0005515', u'GO:0005515', u'GO:0005524', u'GO:0005634', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0006260', u'GO:0006264', u'GO:0006264', u'GO:0006271', u'GO:0006284', u'GO:0016887', u'GO:0016890', u'GO:0017108', u'GO:0017108', u'GO:0017108', u'GO:0017108', u'GO:0017108', u'GO:0032201', u'GO:0032508', u'GO:0032508', u'GO:0033567', u'GO:0042645', u'GO:0043137', u'GO:0043139', u'GO:0043142', u'GO:0043142', u'GO:0043504', u'GO:0045740', u'GO:0046872', u'GO:0051539', u'GO:0003678', u'GO:0005760']"
12703,parahippocampal gyrus,DMRT1,2.939,1.0373961145017845,3.11,"inferior frontal gyrus, opercular part",0.9694690829604937,Q9Y5R6,"[u'GO:0000122', u'GO:0000902', u'GO:0000987', u'GO:0000987', u'GO:0002176', u'GO:0002176', u'GO:0003682', u'GO:0003700', u'GO:0005634', u'GO:0005634', u'GO:0005737', u'GO:0006351', u'GO:0007283', u'GO:0008354', u'GO:0030238', u'GO:0035556', u'GO:0042803', u'GO:0045835', u'GO:0045835', u'GO:0045840', u'GO:0045944', u'GO:0046661', u'GO:0046872', u'GO:0046982', u'GO:0048599', u'GO:0060008', u'GO:0060009', u'GO:0060903', u'GO:1900107', u'GO:2000020']"
12713,parahippocampal gyrus,CYP1A2,2.1042,1.3516512296180088,3.0974,dentate gyrus,0.9742981400135686,P05177,"[u'GO:0004497', u'GO:0004497', u'GO:0005506', u'GO:0005789', u'GO:0005789', u'GO:0005789', u'GO:0005789', u'GO:0005789', u'GO:0005789', u'GO:0005789', u'GO:0005789', u'GO:0005789', u'GO:0005789', u'GO:0005789', u'GO:0006706', u'GO:0006778', u'GO:0006805', u'GO:0006805', u'GO:0006805', u'GO:0006805', u'GO:0009055', u'GO:0009403', u'GO:0009791', u'GO:0009820', u'GO:0010468', u'GO:0016098', u'GO:0016491', u'GO:0016491', u'GO:0016712', u'GO:0017144', u'GO:0017144', u'GO:0018894', u'GO:0019369', u'GO:0019373', u'GO:0019899', u'GO:0019899', u'GO:0020037', u'GO:0030324', u'GO:0032259', u'GO:0032355', u'GO:0032451', u'GO:0032496', u'GO:0032787', u'GO:0034875', u'GO:0035902', u'GO:0042737', u'GO:0042738', u'GO:0043231', u'GO:0044281', u'GO:0045333', u'GO:0046483', u'GO:0050665', u'GO:0055114', u'GO:0055114', u'GO:0070330', u'GO:0070989', u'GO:0071276', u'GO:0071615', u'GO:0097267']"
13043,short insular gyri,HIBADH,8.4412,1.0338718471566848,8.1198,substantia nigra,0.9505793316819587,P31937,"[u'GO:0004616', u'GO:0005759', u'GO:0005759', u'GO:0006098', u'GO:0006574', u'GO:0006574', u'GO:0008442', u'GO:0008442', u'GO:0008442', u'GO:0009083', u'GO:0034641', u'GO:0044281', u'GO:0051287', u'GO:0055114']"
13053,parahippocampal gyrus,LY6G6D,9.1286,1.2926391760149656,8.2132,paraventricular nuclei of thalamus,0.9863756752341178,O95868,"[u'GO:0005886', u'GO:0030175', u'GO:0031225']"
13073,parahippocampal gyrus,PAGE1,1.7413,1.4882626111173833,4.8127,central glial substance,0.3168948413517059,O75459,[u'GO:0006968']
13083,parahippocampal gyrus,NOL4,2.7459,1.1100873731612753,3.0692,medial geniculate complex,0.985106029608546,O94818,"[u'GO:0003723', u'GO:0005634', u'GO:0005730']"
13093,parahippocampal gyrus,TRADD,2.0051,1.3889567901211448,4.2896,pineal gland,0.5173773607535718,Q15628,"[u'GO:0004871', u'GO:0005164', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005737)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005737', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005856', u'GO:0006915', u'GO:0006919', u'GO:0006919', u'GO:0007165', u'GO:0008625', u'GO:0019900', u'GO:0031264', u'GO:0032403', u'GO:0033209', u'GO:0042802', u'GO:0042802', u'GO:0043065', u'GO:0043123', u'GO:0043235', u'GO:0045121', u'GO:0051092', u'GO:0051291', u'GO:0051798', u'GO:0060090', u'GO:0070513', u'GO:0097191', u'GO:0097191', u'GO:2001239']"
13133,parahippocampal gyrus,NOL9,1.6867,1.5088164315358619,3.9273,trochlear nucleus,0.6562319139542906,Q5SY16,"[u'GO:0000448', u'GO:0000460', u'GO:0003723', u'GO:0005524', u'GO:0005730', u'GO:0016020', u'GO:0016310', u'GO:0051731']"
13143,parahippocampal gyrus,ENPP5,11.5665,2.2103710221360044,7.7933,central glial substance,0.8254454326479136,Q9UJA9,"[u'GO:0005576', u'GO:0005886', u'GO:0007154', u'GO:0008152', u'GO:0016021', u'GO:0016787', u'GO:0046872']"
13173,parahippocampal gyrus,PRM1,1.9747,1.400400675482349,3.1854,ventral thalamus,0.9405713923412992,P04553,"[u'GO:0000786', u'GO:0003677', u'GO:0005654', u'GO:0006323', u'GO:0007275', u'GO:0007283', u'GO:0030154', u'GO:0030261']"
13303,parahippocampal gyrus,LPHN2,2.6418,1.1492751516514514,3.0642,fastigial nucleus,0.9870223220899249,O95490,"[u'GO:0004930', u'GO:0005886', u'GO:0007186', u'GO:0016021', u'GO:0016524', u'GO:0030246']"
13323,parahippocampal gyrus,CAMTA1,8.6813,1.1242559548943531,8.1657,CA1 field,0.9681708966610174,Q9Y6Y1,"[u'GO:0003677', u'GO:0005634', u'GO:0005737', u'GO:0006351', u'GO:0006355']"
13400,parahippocampal gyrus,STAT1,9.3614,1.380275245491555,8.2459,perifornical nucleus,0.9989082280623363,P42224,"[u'GO:0000122', u'GO:0000790', u'GO:0000978', u'GO:0000979', u'GO:0000983', u'GO:0001937', u'GO:0002053', u'GO:0003340', u'GO:0003690', u'GO:0003700', u'GO:0003700', u'GO:0004871', u'GO:0005164', u'GO:0005164', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005634', u'GO:0005634', u'GO:0005634', u'GO:0005634', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005730', u'GO:0005737', u'GO:0005737', u'GO:0005737', u'GO:0005737', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0005829', u'GO:0006366', u'GO:0006915', u'GO:0007259', u'GO:0007584', u'GO:0008015', u'GO:0009612', u'GO:0016032', u'GO:0016525', u'GO:0019221', u'GO:0019899', u'GO:0030424', u'GO:0030425', u'GO:0031663', u'GO:0031730', u'GO:0032869', u'GO:0033209', u'GO:0034097', u'GO:0034240', u'GO:0035458', u'GO:0042493', u'GO:0042542', u'GO:0042802', u'GO:0042802', u'GO:0042803', u'GO:0042981', u'GO:0043124', u'GO:0043330', u'GO:0043434', u'GO:0045893', u'GO:0045944', u'GO:0045944', u'has_regulation_target(UniProtKB:Q6GPH4),part_of(GO:0035458)|has_regulation_target(UniProtKB:Q6GPH4),part_of(GO:0060337)', u'GO:0046725', u'GO:0048661', u'GO:0051591', u'GO:0051607', u'GO:0060333', u'GO:0060333', u'GO:0060333', u'GO:0060334', u'GO:0060337', u'GO:0060337', u'GO:0060338', u'GO:0060397', u'GO:0061326', u'GO:0072136', u'GO:0072162', u'GO:0072308', u'GO:0003700', u'GO:0006357', u'GO:0043542']"
13410,parahippocampal gyrus,FOXJ2,1.8612,1.4431270237881604,3.2655,cingulum bundle,0.9098723867896085,Q9P0K8,"[u'GO:0000978', u'GO:0001077', u'GO:0005634', u'GO:0005634', u'GO:0043565', u'GO:0005730', u'GO:0006351', u'GO:0043565', u'GO:0045893', u'GO:0045893', u'GO:0045893', u'GO:0045944']"
13510,parahippocampal gyrus,ADAMTS2,9.2069,1.3221147096920138,8.1057,fastigial nucleus,0.9451753868844704,O95450,"[u'GO:0004222', u'GO:0005576', u'GO:0005578', u'GO:0006508', u'GO:0007283', u'GO:0008237', u'GO:0008270', u'GO:0016485', u'GO:0030198', u'GO:0030199', u'GO:0030324', u'GO:0030574', u'GO:0043588']"
13740,parahippocampal gyrus,MAGED1,8.9375,1.2207008045502907,7.8917,lateral tuberal nucleus,0.8631580686814513,Q9Y5V3,"[u'GO:0000785', u'GO:0003713', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005635)|occurs_in(GO:0005829)', u'GO:0005634', u'GO:0005737', u'GO:0005886', u'GO:0006355', u'GO:0006357', u'GO:0032922', u'GO:0042752', u'GO:0042981', u'GO:0043065', u'GO:0043065', u'GO:0043234', u'GO:0043406', u'GO:0045892', u'GO:0045893', u'GO:0048011', u'GO:0048011', u'GO:0050680', u'GO:0090190', u'GO:0097190', u'GO:0097190', u'GO:2001235']"
14202,parahippocampal gyrus,RPH3AL,8.7785,1.1608462725624134,5.482,substantia nigra,0.0603799297943198,Q9UNE2,"[u'GO:0005737', u'GO:0006886', u'GO:0006887', u'GO:0008092', u'GO:0017137', u'GO:0017158', u'GO:0030274', u'GO:0030658', u'GO:0030667', u'GO:0042493', u'GO:0042593', u'GO:0045744', u'GO:0046872', u'GO:0050714']"
14642,parahippocampal gyrus,ITGAL,9.1281,1.2924509542162614,8.2432,substantia nigra,0.9978734301223914,P20701,"[u'GO:0001772', u'GO:0002291', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005886', u'GO:0005886', u'GO:0005911', u'GO:0006928', u'GO:0006954', u'GO:0007155', u'GO:0007157', u'GO:0007159', u'GO:0007160', u'GO:0007165', u'GO:0007229', u'GO:0007596', u'GO:0008305', u'GO:0009897', u'GO:0009986', u'GO:0009986', u'GO:0009986', u'GO:0016020', u'GO:0030198', u'GO:0030369', u'GO:0032403', u'GO:0034687', u'GO:0042102', u'GO:0043113', u'GO:0046872', u'GO:0046982', u'GO:0050776', u'GO:0050798', u'GO:0050839', u'GO:0050839', u'GO:0050839', u'GO:0050839', u'GO:0050850', u'GO:0050900', u'GO:0070062', u'GO:0070062']"
15186,parahippocampal gyrus,ITGAD,9.4986,1.4319233070559367,4.4542,substantia nigra,0.45429301226657676,Q13349,"[u'GO:0005886', u'GO:0006955', u'GO:0007229', u'GO:0008305', u'GO:0009986', u'GO:0034113', u'GO:0030198', u'GO:0034113', u'GO:0046872', u'GO:0050798']"
15466,parahippocampal gyrus,FAM169A,2.6967,1.1286083981537505,3.5588,substantia nigra,0.797462669831919,Q9Y6X4,[u'GO:0005637']
15834,parahippocampal gyrus,FUCA2,2.9364,1.0383748678550453,3.3465,substantia nigra,0.8788284485912694,Q9BTY2,"[u'GO:0004560', u'GO:0004560', u'GO:0005615', u'localization_dependent_on(GO:0035635)', u'GO:0005764', u'GO:0006004', u'GO:0009617', u'GO:0016139', u'GO:0042806', u'GO:0070062', u'GO:0070062', u'GO:2000535']"
15844,parahippocampal gyrus,LRRTM2,9.2927,1.3544135703496234,8.056,paraventricular nuclei of thalamus,0.9261274396195632,O43300,"[u'GO:0002091', u'GO:0016021', u'GO:0030054', u'GO:0042043', u'GO:0045211', u'GO:0050808', u'GO:0050808', u'GO:0060076', u'GO:0060291']"
16219,parahippocampal gyrus,OR2A14,2.782,1.0964977592948453,4.3797,substantia nigra,0.4828457702391233,Q96R47,"[u'GO:0004930', u'GO:0004984', u'GO:0005886', u'GO:0007186', u'GO:0016021', u'GO:0050911']"
16554,parahippocampal gyrus,PAFAH2,2.976,1.0234677013976874,3.1483,precentral gyrus,0.954790282553131,Q99487,"[u'GO:0003847', u'GO:0005543', u'GO:0005737', u'GO:0006629', u'GO:0016042', u'GO:0043066']"
16704,parahippocampal gyrus,PLK2,8.9608,1.2294719403698982,8.2036,perifornical nucleus,0.98269639366987,A0A087WUH9,"[u'GO:0004674', u'GO:0005524', u'GO:0006468']"
16875,parahippocampal gyrus,IL10RA,8.6146,1.099147166947237,8.2062,lateral tuberal nucleus,0.9836928657601874,Q13651,"[u'GO:0004871', u'GO:0004871', u'GO:0004872', u'GO:0004920', u'GO:0005515', u'GO:0005515', u'GO:0005886', u'GO:0016021', u'GO:0019221', u'GO:0019969', u'GO:0032496']"
16915,parahippocampal gyrus,RAB33B,2.1564,1.3320008738333096,3.1258,nucleus subceruleus,0.9634135987193363,Q9H082,"[u'GO:0000042', u'GO:0000042', u'GO:0000139', u'GO:0003924', u'GO:0003924', u'GO:0005515', u'GO:0005515', u'GO:0005525', u'GO:0005794', u'GO:0005794', u'GO:0005796', u'GO:0006886', u'GO:0006891', u'GO:0006914', u'GO:0019003', u'GO:0032482', u'GO:0048705', u'GO:0070062', u'GO:1903358', u'GO:1903434', u'occurs_in(CL:0002618),results_in_movement_of(GO:0033093)', u'GO:2000156', u'GO:2000785', u'GO:2000785', u'GO:0001558', u'GO:0050678']"
16935,parahippocampal gyrus,LRRC48,1.9221,1.4202016087060114,3.7999,central glial substance,0.7050590463798262,Q9H069,[u'GO:0005737']
17295,parahippocampal gyrus,LHFP,2.7239,1.118369132304252,3.0895,precentral gyrus,0.9773258821341474,Q9Y693,"[u'GO:0003677', u'GO:0016021']"
17865,parahippocampal gyrus,MAP3K10,2.6719,1.1379441993694697,3.5145,substantia nigra,0.8144410212169366,Q02779,"[u'GO:0003714', u'GO:0004672', u'GO:0004672', u'GO:0004674', u'GO:0004706', u'GO:0005524', u'GO:0005737', u'GO:0006915', u'GO:0007165', u'GO:0007224', u'GO:0007254', u'GO:0007256', u'GO:0007257', u'GO:0018105', u'GO:0018107', u'GO:0042803', u'GO:0043065', u'GO:0043425', u'GO:0043433', u'GO:0043507', u'GO:0045892', u'GO:0045892', u'GO:0046330', u'GO:0046777']"
